Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17
0.0,2.9373388523381584e-18,2.7298629577716425e-18,3.207589703616442e-18,2.6360371039981047e-18,2.8216868912263255e-18,3.1753840256891554e-18,3.1393775816610476e-18,2.6910629050644075e-18,3.045608564626355e-18,2.8322074577289612e-18,2.6672952529602896e-18,4.3505950655726074e-18,2.7502750699203556e-18,5.258866609994471e-18,4.695510085684094e-18,5.722174544385243e-18
0.0,0.0,0.0006735813899627238,0.0006909653711037435,0.0007015785983414051,0.0006738676149834794,0.0006736760695118238,0.0006046867872093246,0.000673718087323426,0.0006737805913157774,0.000675413068331783,0.0006406215785103689,0.0006613724285563323,0.0006746955098530372,0.0007792862168479877,0.0006027870223530663,0.0014402335040797592
0.0,0.0,0.0,0.001715406546400905,0.0015279170719458396,0.0016075942463330561,0.0016059506548042617,0.0013450111591326115,0.0016067211809691257,0.0016035112565302156,0.001603032797590586,0.0014811888913773275,0.0016633256887386226,0.0017366456024424924,0.0018188202028315854,0.0015644331885110382,0.0014238258179165074
0.0,0.0,0.0,0.0,0.007113684987543988,0.007106306522644974,0.007160546383787438,0.007100382798619039,0.0071247679982961885,0.007179052917457891,0.007163537183568514,0.006945529337797652,0.007232765217217702,0.00707686781018124,0.006478138114056243,0.00785016049632162,0.008594692848343084
0.0,0.0,0.0,0.0,0.0,0.009969645076879528,0.010167315757940422,0.010033148271093143,0.009959694563284782,0.009894340264457572,0.010048221170982318,0.01008854378034062,0.010817086967787493,0.009972205102744627,0.013465733268088318,0.00975808758448552,0.010959448747698957
0.0,0.0,0.0,0.0,0.0,0.0,0.007129949522991473,0.007128700229134466,0.00713380834546095,0.007130284998258493,0.007079809706461689,0.006943736852107553,0.006994590413217555,0.007169209394257553,0.010133849360663232,0.007363367003880239,0.014911684544986805
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015418506324299927,0.015507240763456703,0.01550506200421568,0.014996060420008516,0.01538387078861056,0.015566069952110361,0.015486192052206091,0.016658421805933014,0.01683777030165475,0.01930744344999821
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01777831392527843,0.01710343935759616,0.017155466457484423,0.017197305230235736,0.016002773155617843,0.017587762554321137,0.022470301207777682,0.019869442495645394,0.025229468102534715
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003509696274137228,0.00035158253791412787,0.00034886036478431494,0.0006063486958758878,0.00035123812378160554,0.0007660789177561928,0.0003272676115957045,0.0007938372821897601
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010767494387179555,0.011710795846300222,0.01183283951834891,0.011793091338980911,0.011526143882836942,0.011898964263448216,0.014765229022886276
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01684800787702496,0.017221173993066295,0.017386151514106434,0.022989211238767245,0.01944153906257013,0.02220896875633545
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01135588500526562,0.010331372664374462,0.010203505273336357,0.01010912372309578,0.011555194815108302
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408435461289137,0.047758822873009754,0.041402403152567616,0.03866981282702806
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004231638517775171,0.004924577899851981,0.005581565951514748
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054035352224814426,0.05352893688948871
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036902774531102314
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
